gameId,season,gameNumber,homeTeam,awayTeam,homeCourt,homeWin,homeWins,awayWins,round,eFG%_home_r2_roll,TOV%_home_r2_roll,FT/FGA_home_r2_roll,ORB%_home_r2_roll,DRB%_home_r2_roll,eFG%_home_r1_avg,TOV%_home_r1_avg,FT/FGA_home_r1_avg,ORB%_home_r1_avg,DRB%_home_r1_avg,eFG%_home_season,TOV%_home_season,FT/FGA_home_season,ORB%_home_season,DRB%_home_season,eFG%_away_r2_roll,TOV%_away_r2_roll,FT/FGA_away_r2_roll,ORB%_away_r2_roll,DRB%_away_r2_roll,eFG%_away_r1_avg,TOV%_away_r1_avg,FT/FGA_away_r1_avg,ORB%_away_r1_avg,DRB%_away_r1_avg,eFG%_away_season,TOV%_away_season,FT/FGA_away_season,ORB%_away_season,DRB%_away_season
42400224,2025,4,Denver Nuggets,Oklahoma City Thunder,False,False,2,1,2.0,0.5043984199850539,0.14470607923559412,0.26503208663985856,0.2663406826145092,0.7436298468556534,0.5479848139536189,0.12314503002548283,0.16518171032808243,0.2770408163265306,0.763359291084855,0.5746145427039192,0.1192318310051288,0.2025145635283618,0.2665565798549045,0.7472582806684616,0.5248566695476807,0.08048938731175757,0.23833909536156725,0.2563701531443467,0.7336593173854907,0.5245477014944482,0.08761503932358987,0.20793208557619738,0.27784681625651975,0.7571389296187683,0.5581594613975414,0.0980068811549895,0.1822653182514745,0.2382942231241037,0.747758760424753
42400233,2025,3,Golden State Warriors,Minnesota Timberwolves,False,False,1,1,2.0,0.5004159104658197,0.138548951048951,0.1799758015728977,0.32306830907054873,0.7387596899224806,0.5242908729660714,0.10841689902775493,0.15416074808474023,0.2257892212001966,0.6895437472505141,0.5370703856058747,0.116518717747751,0.1893766082715259,0.2715094236717492,0.7588613111513853,0.5110598770382251,0.12873133443100554,0.1619219460037423,0.26124031007751936,0.6769316909294513,0.5087757229920011,0.09155131796349202,0.21391495756966936,0.3016092948163524,0.7629036067654994,0.5565076749943708,0.124347008018063,0.1990115453629053,0.2556939144770764,0.7523160875319653
42400213,2025,3,New York Knicks,Boston Celtics,False,False,2,0,2.0,0.502773322641005,0.1244245407107124,0.14421277733226406,0.22649572649572647,0.676510989010989,0.5118785623349263,0.10750593250452677,0.20647890571204727,0.24386530376800133,0.7284692360779318,0.5573323517857001,0.1103193586209133,0.1884116681945858,0.2569181580584944,0.7479974537078781,0.42136433428383413,0.12213500882491854,0.17723184908971265,0.323489010989011,0.7735042735042735,0.5450885555250126,0.11648249895136628,0.2750422005396331,0.23049388674388674,0.749927536231884,0.5618577799381598,0.1032607729085805,0.1709751502038617,0.2558424397519852,0.7601602568082985
42400223,2025,3,Denver Nuggets,Oklahoma City Thunder,False,True,1,1,2.0,0.4801270417422867,0.15316718749158037,0.2857834240774349,0.33853541416566624,0.7606060606060606,0.5479848139536189,0.12314503002548283,0.16518171032808243,0.2770408163265306,0.763359291084855,0.5746145427039192,0.1192318310051288,0.2025145635283618,0.2665565798549045,0.7472582806684616,0.5733426966292134,0.07662115186914426,0.2853932584269663,0.23939393939393935,0.6614645858343338,0.5245477014944482,0.08761503932358987,0.20793208557619738,0.27784681625651975,0.7571389296187683,0.5581594613975414,0.0980068811549895,0.1822653182514745,0.2382942231241037,0.747758760424753
42400203,2025,3,Indiana Pacers,Cleveland Cavaliers,False,False,2,0,2.0,0.6134656272147414,0.14982519513715048,0.2078667611622962,0.2320945945945946,0.7184107685627443,0.5839647718712364,0.09334412237748983,0.1854944749127933,0.16548645834619385,0.769830585419203,0.5622493143037851,0.1097941363664756,0.1923640118520674,0.2115510400062374,0.7468470321126954,0.4997732426303855,0.08589404361853875,0.23299319727891155,0.2815892314372558,0.7679054054054054,0.629976022276079,0.08426542950757662,0.2143283014489764,0.27082655964234903,0.7711264594204703,0.5789728832627004,0.1108683464899944,0.1898286370343472,0.2583481745605887,0.7496354993187085
42400232,2025,2,Minnesota Timberwolves,Golden State Warriors,True,True,0,1,2.0,0.4244186046511627,0.1461454146876141,0.1744186046511628,0.2666666666666666,0.6170212765957447,0.5087757229920011,0.09155131796349202,0.21391495756966936,0.3016092948163524,0.7629036067654994,0.5565076749943708,0.124347008018063,0.1990115453629053,0.2556939144770764,0.7523160875319653,0.4942528735632184,0.1136363636363636,0.1494252873563218,0.3829787234042553,0.7333333333333333,0.5242908729660714,0.10841689902775493,0.15416074808474023,0.2257892212001966,0.6895437472505141,0.5370703856058747,0.116518717747751,0.1893766082715259,0.2715094236717492,0.7588613111513853
42400222,2025,2,Oklahoma City Thunder,Denver Nuggets,True,True,0,1,2.0,0.495,0.0741839762611276,0.2,0.2363636363636363,0.5882352941176471,0.5245477014944482,0.08761503932358987,0.20793208557619738,0.27784681625651975,0.7571389296187683,0.5581594613975414,0.0980068811549895,0.1822653182514745,0.2382942231241037,0.747758760424753,0.4947368421052631,0.1411543287327478,0.2842105263157894,0.4117647058823529,0.7636363636363637,0.5479848139536189,0.12314503002548283,0.16518171032808243,0.2770408163265306,0.763359291084855,0.5746145427039192,0.1192318310051288,0.2025145635283618,0.2665565798549045,0.7472582806684616
42400212,2025,2,Boston Celtics,New York Knicks,True,False,0,1,2.0,0.4278350515463917,0.1070487483530961,0.2268041237113402,0.3392857142857143,0.7692307692307693,0.5450885555250126,0.11648249895136628,0.2750422005396331,0.23049388674388674,0.749927536231884,0.5618577799381598,0.1032607729085805,0.1709751502038617,0.2558424397519852,0.7601602568082985,0.5229885057471264,0.1065340909090909,0.1954022988505747,0.2307692307692307,0.6607142857142857,0.5118785623349263,0.10750593250452677,0.20647890571204727,0.24386530376800133,0.7284692360779318,0.5573323517857001,0.1103193586209133,0.1884116681945858,0.2569181580584944,0.7479974537078781
42400202,2025,2,Cleveland Cavaliers,Indiana Pacers,True,False,0,1,2.0,0.5051020408163265,0.0619907899397803,0.1326530612244898,0.2653061224489796,0.8108108108108109,0.629976022276079,0.08426542950757662,0.2143283014489764,0.27082655964234903,0.7711264594204703,0.5789728832627004,0.1108683464899944,0.1898286370343472,0.2583481745605887,0.7496354993187085,0.6445783132530121,0.1515151515151515,0.1686746987951807,0.1891891891891892,0.7346938775510204,0.5839647718712364,0.09334412237748983,0.1854944749127933,0.16548645834619385,0.769830585419203,0.5622493143037851,0.1097941363664756,0.1923640118520674,0.2115510400062374,0.7468470321126954
42300237,2024,7,Denver Nuggets,Minnesota Timberwolves,True,False,3,3,2.0,0.5305199635259712,0.12776477583494292,0.1749609250464718,0.20278910141722906,0.7777072184966922,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286,0.5515594445370635,0.12030677915067234,0.1815261804646496,0.22229278150330778,0.7972108985827709,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645
42300217,2024,7,New York Knicks,Indiana Pacers,True,False,3,3,2.0,0.5394618299732361,0.10866122162649183,0.21546884439187988,0.31369584828501557,0.7417071021190015,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429,0.5775289567197867,0.1084628404727238,0.14351306959588941,0.2582928978809986,0.6863041517149844,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291
42300226,2024,6,Dallas Mavericks,Oklahoma City Thunder,False,True,3,2,2.0,0.5231314299735352,0.12528171280959094,0.16700732016521486,0.26641635377555273,0.7698841111607069,0.5342677943215394,0.10915296787596364,0.23275340287529891,0.2801575384302148,0.7367683817003693,0.5633441334473217,0.1115092553499813,0.191445611040659,0.2159150506473415,0.7589135464713116,0.49990336188543266,0.09415897019653409,0.18857390905046847,0.23011588883929307,0.7335836462244473,0.5644855439858983,0.12586323417175688,0.15994421345020293,0.18248538988396162,0.7480442176870749,0.575182630842224,0.1126269057589585,0.2008030592196049,0.2114072015889422,0.7405276320735278
42300216,2024,6,Indiana Pacers,New York Knicks,False,True,2,3,2.0,0.5754523304813265,0.11312930187033325,0.15243546373484754,0.2321736996794205,0.6800867211884161,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291,0.5436956593825175,0.11282220472570663,0.21466017424586564,0.3199132788115839,0.7678263003205795,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429
42300236,2024,6,Minnesota Timberwolves,Denver Nuggets,False,True,2,3,2.0,0.5514062171654064,0.13266766696208604,0.17131978865060277,0.21675133780396932,0.7894399635452267,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645,0.5680193050683748,0.13027625634755363,0.18437171470692898,0.21056003645477323,0.7832486621960306,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286
42300225,2024,5,Oklahoma City Thunder,Dallas Mavericks,True,False,2,2,2.0,0.504189547184377,0.09991415990013916,0.21272888056595918,0.2432004166046719,0.7331560283687943,0.5644855439858983,0.12586323417175688,0.15994421345020293,0.18248538988396162,0.7480442176870749,0.575182630842224,0.1126269057589585,0.2008030592196049,0.2114072015889422,0.7405276320735278,0.49930902430902435,0.12003715981683613,0.1758644133644133,0.26684397163120566,0.756799583395328,0.5342677943215394,0.10915296787596364,0.23275340287529891,0.2801575384302148,0.7367683817003693,0.5633441334473217,0.1115092553499813,0.191445611040659,0.2159150506473415,0.7589135464713116
42300205,2024,5,Boston Celtics,Cleveland Cavaliers,True,True,3,1,2.0,0.5518272714604237,0.1057075593389565,0.1967913879598662,0.24308757986938556,0.8244532867494824,0.5678579347481787,0.10960999719402802,0.19219425639590126,0.22851070851070848,0.8646709075546285,0.5816428794318029,0.1064080966071232,0.1844225612308873,0.2484158887661368,0.7609654936218475,0.5275681730716367,0.0807511973217526,0.09983810858996407,0.17554671325051754,0.7569124201306144,0.492702072559526,0.14020794309480203,0.19906577385036717,0.19479512624111922,0.735462728932618,0.556370127618993,0.1237802622614108,0.1807617185885358,0.2306319619260173,0.7718208082020325
42300235,2024,5,Denver Nuggets,Minnesota Timberwolves,True,True,2,2,2.0,0.5584616313354684,0.13282130121906974,0.1835896433836612,0.202593984962406,0.7816924066924067,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286,0.5546423868413735,0.13096013172971002,0.17248306914658681,0.21830759330759325,0.7974060150375939,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645
42300215,2024,5,New York Knicks,Indiana Pacers,True,True,2,2,2.0,0.5484314554162657,0.1220179552988197,0.2311965049360449,0.2862552348781162,0.7426776122428296,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429,0.5908431908794359,0.09626716505862284,0.13151655189078165,0.25732238775717037,0.7137447651218838,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291
42300224,2024,4,Dallas Mavericks,Oklahoma City Thunder,False,False,2,1,2.0,0.5066544566544566,0.11842747483248502,0.18903133903133895,0.26690307328605195,0.7608391608391608,0.5342677943215394,0.10915296787596364,0.23275340287529891,0.2801575384302148,0.7367683817003693,0.5633441334473217,0.1115092553499813,0.191445611040659,0.2159150506473415,0.7589135464713116,0.5327599759559809,0.10909924648527962,0.20030517408794557,0.23916083916083916,0.733096926713948,0.5644855439858983,0.12586323417175688,0.15994421345020293,0.18248538988396162,0.7480442176870749,0.575182630842224,0.1126269057589585,0.2008030592196049,0.2114072015889422,0.7405276320735278
42300204,2024,4,Cleveland Cavaliers,Boston Celtics,False,False,1,2,2.0,0.5314384151593453,0.0822907729294476,0.1153869816660514,0.1760912698412698,0.7739224425270937,0.492702072559526,0.14020794309480203,0.19906577385036717,0.19479512624111922,0.735462728932618,0.556370127618993,0.1237802622614108,0.1807617185885358,0.2306319619260173,0.7718208082020325,0.5477355072463769,0.09266222280342906,0.17264492753623187,0.22607755747290628,0.8239087301587302,0.5678579347481787,0.10960999719402802,0.19219425639590126,0.22851070851070848,0.8646709075546285,0.5816428794318029,0.1064080966071232,0.1844225612308873,0.2484158887661368,0.7609654936218475
42300234,2024,4,Minnesota Timberwolves,Denver Nuggets,False,False,2,1,2.0,0.5586288735120751,0.13965291909244837,0.15680669382146536,0.18581363318205416,0.7774937343358396,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645,0.5273159303882196,0.13611146173471592,0.19415327978580987,0.2225062656641604,0.8141863668179458,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286
42300214,2024,4,Indiana Pacers,New York Knicks,False,True,1,2,2.0,0.5718818302634903,0.08413079677768363,0.14884025100589068,0.25976318367622714,0.7087218337218338,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291,0.6057737757610134,0.1226814621176764,0.22586500283607489,0.2912781662781663,0.7402368163237728,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429
42300203,2024,3,Cleveland Cavaliers,Boston Celtics,False,False,1,1,2.0,0.547157622739018,0.08194238346056146,0.11950904392764855,0.1808035714285714,0.7825052854122622,0.492702072559526,0.14020794309480203,0.19906577385036717,0.19479512624111922,0.735462728932618,0.556370127618993,0.1237802622614108,0.1807617185885358,0.2306319619260173,0.7718208082020325,0.5247282608695653,0.0778686398286155,0.19021739130434778,0.2174947145877378,0.8191964285714286,0.5678579347481787,0.10960999719402802,0.19219425639590126,0.22851070851070848,0.8646709075546285,0.5816428794318029,0.1064080966071232,0.1844225612308873,0.2484158887661368,0.7609654936218475
42300223,2024,3,Dallas Mavericks,Oklahoma City Thunder,False,True,1,1,2.0,0.5154761904761904,0.11729638466252065,0.19563492063492055,0.250354609929078,0.7181818181818183,0.5342677943215394,0.10915296787596364,0.23275340287529891,0.2801575384302148,0.7367683817003693,0.5633441334473217,0.1115092553499813,0.191445611040659,0.2159150506473415,0.7589135464713116,0.5337078651685393,0.09592441152358505,0.2078651685393258,0.2818181818181818,0.7496453900709219,0.5644855439858983,0.12586323417175688,0.15994421345020293,0.18248538988396162,0.7480442176870749,0.575182630842224,0.1126269057589585,0.2008030592196049,0.2114072015889422,0.7405276320735278
42300233,2024,3,Minnesota Timberwolves,Denver Nuggets,False,False,2,0,2.0,0.5844221835075494,0.12784672557744808,0.10844947735191635,0.2111528822055137,0.7805263157894736,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645,0.47847389558232933,0.14905697216119215,0.18497991967871485,0.2194736842105263,0.7888471177944862,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286
42300213,2024,3,Indiana Pacers,New York Knicks,False,True,0,2,2.0,0.5881598240469208,0.07943225951370095,0.13899071358748774,0.24191750278706797,0.6912878787878788,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291,0.6274106636415202,0.1207187260943175,0.23879750425411228,0.3087121212121212,0.758082497212932,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429
42300222,2024,2,Oklahoma City Thunder,Dallas Mavericks,True,False,1,0,2.0,0.5393258426966292,0.0979344729344729,0.2359550561797752,0.3636363636363636,0.7659574468085106,0.5644855439858983,0.12586323417175688,0.15994421345020293,0.18248538988396162,0.7480442176870749,0.575182630842224,0.1126269057589585,0.2008030592196049,0.2114072015889422,0.7405276320735278,0.4642857142857143,0.1441441441441441,0.2023809523809523,0.2340425531914893,0.6363636363636364,0.5342677943215394,0.10915296787596364,0.23275340287529891,0.2801575384302148,0.7367683817003693,0.5633441334473217,0.1115092553499813,0.191445611040659,0.2159150506473415,0.7589135464713116
42300202,2024,2,Boston Celtics,Cleveland Cavaliers,True,False,1,0,2.0,0.5869565217391305,0.083986562150056,0.1304347826086956,0.2954545454545454,0.8571428571428571,0.5678579347481787,0.10960999719402802,0.19219425639590126,0.22851070851070848,0.8646709075546285,0.5816428794318029,0.1064080966071232,0.1844225612308873,0.2484158887661368,0.7609654936218475,0.4722222222222222,0.0496425734710087,0.1111111111111111,0.1428571428571428,0.7045454545454546,0.492702072559526,0.14020794309480203,0.19906577385036717,0.19479512624111922,0.735462728932618,0.556370127618993,0.1237802622614108,0.1807617185885358,0.2306319619260173,0.7718208082020325
42300212,2024,2,New York Knicks,Indiana Pacers,True,True,1,0,2.0,0.6036585365853658,0.1383253412025083,0.2682926829268293,0.2424242424242424,0.8205128205128205,0.5072468361290566,0.09754423889659643,0.19527071938924898,0.31579709156605545,0.7428658176455011,0.5416363330318841,0.1176707723522317,0.1924248138480618,0.292367923165691,0.7606841014613429,0.5795454545454546,0.076657723265619,0.1704545454545454,0.1794871794871795,0.7575757575757576,0.5585160150042282,0.09186533748240398,0.139223701047157,0.22972405643831773,0.7802453565576578,0.5791272510207534,0.1139647351099942,0.1724644577510479,0.2345539427109571,0.7430414340142291
42300232,2024,2,Denver Nuggets,Minnesota Timberwolves,True,False,0,1,2.0,0.5533333333333333,0.1252609603340292,0.2133333333333333,0.0789473684210526,0.8157894736842105,0.520282901720443,0.10232636750093956,0.1523704430406119,0.2511730370428327,0.8266102927805056,0.5649363551767206,0.1133013483963124,0.1725972160337706,0.2533781942418731,0.7558030355621286,0.5914634146341463,0.1382306477093207,0.1097560975609756,0.1842105263157894,0.9210526315789472,0.5471253530145432,0.12324927955382754,0.28796244114919045,0.35296052631578945,0.8145752895752896,0.5628584418637717,0.1277775535460273,0.2093468353374946,0.2293566226206194,0.7699820078748645
42200217,2023,7,Boston Celtics,Philadelphia 76ers,True,True,3,3,2.0,0.5537299692216238,0.11377923255087774,0.21835402385953462,0.21941726779110934,0.8006733800675049,0.6000097352086962,0.11596434284364404,0.14421629955312734,0.21328417287719612,0.7499774622492675,0.5667794323141807,0.1196626457561833,0.1997962100851573,0.2186984214800163,0.7872949524238839,0.50939790175627,0.110598187543706,0.2333046694429075,0.19932661993249504,0.7805827322088906,0.5301914390590226,0.12586141575284546,0.1542166358237542,0.3112630715527057,0.8559341662414036,0.5632950078319883,0.1255148697230274,0.2536039852001738,0.2143497896223308,0.7741853541538852
42200236,2023,6,Los Angeles Lakers,Golden State Warriors,False,True,3,2,2.0,0.5252150764672093,0.10603166316658981,0.2197222566351658,0.19621532559512095,0.7483506200948061,0.522285566740592,0.12890441726394752,0.19095378475718025,0.25338351817108745,0.7494268118108467,0.5439453372791243,0.1223939253894777,0.234854744283487,0.2266488597158133,0.7646795427342514,0.540788976381984,0.13092450414300355,0.10822523538355981,0.2516493799051938,0.8037846744048789,0.5275257216234953,0.12349140388863875,0.2066288973520964,0.25657709670221335,0.7107155993710615,0.5723664216195072,0.1417268315553141,0.1799551702859207,0.2426381847728018,0.7598890263033143
