season,teamName,opponentName,games_played,wins,losses,win_rate
2016,Philadelphia 76ers,Memphis Grizzlies,2,0,2,0.0
2016,Philadelphia 76ers,Miami Heat,3,0,3,0.0
2016,Philadelphia 76ers,Milwaukee Bucks,3,0,3,0.0
2016,Philadelphia 76ers,Minnesota Timberwolves,2,1,1,0.5
2016,Philadelphia 76ers,New Orleans Pelicans,2,1,1,0.5
2016,Philadelphia 76ers,New York Knicks,4,0,4,0.0
2016,Philadelphia 76ers,Oklahoma City Thunder,2,0,2,0.0
2016,Philadelphia 76ers,Orlando Magic,4,1,3,0.25
2016,Philadelphia 76ers,Phoenix Suns,2,2,0,1.0
2016,Philadelphia 76ers,Portland Trail Blazers,2,1,1,0.5
2016,Philadelphia 76ers,Sacramento Kings,2,1,1,0.5
2016,Philadelphia 76ers,San Antonio Spurs,2,0,2,0.0
2016,Philadelphia 76ers,Toronto Raptors,4,0,4,0.0
2016,Philadelphia 76ers,Utah Jazz,2,0,2,0.0
2016,Philadelphia 76ers,Washington Wizards,4,0,4,0.0
2016,Phoenix Suns,Atlanta Hawks,2,1,1,0.5
2016,Phoenix Suns,Boston Celtics,2,0,2,0.0
2016,Phoenix Suns,Brooklyn Nets,2,0,2,0.0
2016,Phoenix Suns,Charlotte Hornets,2,1,1,0.5
2016,Phoenix Suns,Chicago Bulls,2,1,1,0.5
2016,Phoenix Suns,Cleveland Cavaliers,2,0,2,0.0
2016,Phoenix Suns,Dallas Mavericks,3,0,3,0.0
2016,Phoenix Suns,Denver Nuggets,4,2,2,0.5
2016,Phoenix Suns,Detroit Pistons,2,0,2,0.0
2016,Phoenix Suns,Golden State Warriors,4,0,4,0.0
2016,Phoenix Suns,Houston Rockets,3,1,2,0.3333333333333333
2016,Phoenix Suns,Indiana Pacers,2,0,2,0.0
2016,Phoenix Suns,Los Angeles Clippers,4,2,2,0.5
2016,Phoenix Suns,Los Angeles Lakers,4,3,1,0.75
2016,Phoenix Suns,Memphis Grizzlies,4,2,2,0.5
2016,Phoenix Suns,Miami Heat,2,0,2,0.0
2016,Phoenix Suns,Milwaukee Bucks,2,0,2,0.0
2016,Phoenix Suns,Minnesota Timberwolves,4,2,2,0.5
2016,Phoenix Suns,New Orleans Pelicans,4,2,2,0.5
2016,Phoenix Suns,New York Knicks,2,0,2,0.0
2016,Phoenix Suns,Oklahoma City Thunder,3,0,3,0.0
2016,Phoenix Suns,Orlando Magic,2,2,0,1.0
2016,Phoenix Suns,Philadelphia 76ers,2,0,2,0.0
2016,Phoenix Suns,Portland Trail Blazers,3,2,1,0.6666666666666666
2016,Phoenix Suns,Sacramento Kings,4,1,3,0.25
2016,Phoenix Suns,San Antonio Spurs,4,0,4,0.0
2016,Phoenix Suns,Toronto Raptors,2,1,1,0.5
2016,Phoenix Suns,Utah Jazz,4,0,4,0.0
2016,Phoenix Suns,Washington Wizards,2,0,2,0.0
2016,Portland Trail Blazers,Atlanta Hawks,2,0,2,0.0
2016,Portland Trail Blazers,Boston Celtics,2,1,1,0.5
2016,Portland Trail Blazers,Brooklyn Nets,2,2,0,1.0
2016,Portland Trail Blazers,Charlotte Hornets,2,1,1,0.5
2016,Portland Trail Blazers,Chicago Bulls,2,1,1,0.5
2016,Portland Trail Blazers,Cleveland Cavaliers,2,1,1,0.5
2016,Portland Trail Blazers,Dallas Mavericks,3,1,2,0.3333333333333333
2016,Portland Trail Blazers,Denver Nuggets,4,3,1,0.75
2016,Portland Trail Blazers,Detroit Pistons,2,0,2,0.0
2016,Portland Trail Blazers,Golden State Warriors,4,1,3,0.25
2016,Portland Trail Blazers,Houston Rockets,4,2,2,0.5
2016,Portland Trail Blazers,Indiana Pacers,2,2,0,1.0
2016,Portland Trail Blazers,Los Angeles Clippers,4,1,3,0.25
2016,Portland Trail Blazers,Los Angeles Lakers,3,3,0,1.0
2016,Portland Trail Blazers,Memphis Grizzlies,4,2,2,0.5
2016,Portland Trail Blazers,Miami Heat,2,1,1,0.5
2016,Portland Trail Blazers,Milwaukee Bucks,2,1,1,0.5
2016,Portland Trail Blazers,Minnesota Timberwolves,4,3,1,0.75
2016,Portland Trail Blazers,New Orleans Pelicans,4,3,1,0.75
2016,Portland Trail Blazers,New York Knicks,2,1,1,0.5
2016,Portland Trail Blazers,Oklahoma City Thunder,4,2,2,0.5
2016,Portland Trail Blazers,Orlando Magic,2,1,1,0.5
2016,Portland Trail Blazers,Philadelphia 76ers,2,1,1,0.5
2016,Portland Trail Blazers,Phoenix Suns,3,1,2,0.3333333333333333
2016,Portland Trail Blazers,Sacramento Kings,4,4,0,1.0
2016,Portland Trail Blazers,San Antonio Spurs,3,0,3,0.0
2016,Portland Trail Blazers,Toronto Raptors,2,0,2,0.0
2016,Portland Trail Blazers,Utah Jazz,4,3,1,0.75
2016,Portland Trail Blazers,Washington Wizards,2,2,0,1.0
2016,Sacramento Kings,Atlanta Hawks,2,1,1,0.5
2016,Sacramento Kings,Boston Celtics,2,0,2,0.0
2016,Sacramento Kings,Brooklyn Nets,2,1,1,0.5
2016,Sacramento Kings,Charlotte Hornets,2,0,2,0.0
2016,Sacramento Kings,Chicago Bulls,2,0,2,0.0
2016,Sacramento Kings,Cleveland Cavaliers,2,0,2,0.0
2016,Sacramento Kings,Dallas Mavericks,4,3,1,0.75
2016,Sacramento Kings,Denver Nuggets,3,3,0,1.0
2016,Sacramento Kings,Detroit Pistons,2,1,1,0.5
2016,Sacramento Kings,Golden State Warriors,4,0,4,0.0
2016,Sacramento Kings,Houston Rockets,4,1,3,0.25
2016,Sacramento Kings,Indiana Pacers,2,2,0,1.0
2016,Sacramento Kings,Los Angeles Clippers,4,1,3,0.25
2016,Sacramento Kings,Los Angeles Lakers,4,4,0,1.0
2016,Sacramento Kings,Memphis Grizzlies,3,0,3,0.0
2016,Sacramento Kings,Miami Heat,2,0,2,0.0
2016,Sacramento Kings,Milwaukee Bucks,2,2,0,1.0
2016,Sacramento Kings,Minnesota Timberwolves,4,0,4,0.0
2016,Sacramento Kings,New Orleans Pelicans,4,0,4,0.0
2016,Sacramento Kings,New York Knicks,2,2,0,1.0
2016,Sacramento Kings,Oklahoma City Thunder,4,2,2,0.5
2016,Sacramento Kings,Orlando Magic,2,1,1,0.5
2016,Sacramento Kings,Philadelphia 76ers,2,1,1,0.5
2016,Sacramento Kings,Phoenix Suns,4,3,1,0.75
2016,Sacramento Kings,Portland Trail Blazers,4,0,4,0.0
2016,Sacramento Kings,San Antonio Spurs,3,0,3,0.0
2016,Sacramento Kings,Toronto Raptors,2,2,0,1.0
2016,Sacramento Kings,Utah Jazz,3,2,1,0.6666666666666666
2016,Sacramento Kings,Washington Wizards,2,1,1,0.5
2016,San Antonio Spurs,Atlanta Hawks,2,2,0,1.0
2016,San Antonio Spurs,Boston Celtics,2,2,0,1.0
2016,San Antonio Spurs,Brooklyn Nets,2,2,0,1.0
2016,San Antonio Spurs,Charlotte Hornets,2,1,1,0.5
2016,San Antonio Spurs,Chicago Bulls,2,1,1,0.5
2016,San Antonio Spurs,Cleveland Cavaliers,2,1,1,0.5
2016,San Antonio Spurs,Dallas Mavericks,4,4,0,1.0
2016,San Antonio Spurs,Denver Nuggets,4,3,1,0.75
2016,San Antonio Spurs,Detroit Pistons,2,2,0,1.0
2016,San Antonio Spurs,Golden State Warriors,4,1,3,0.25
2016,San Antonio Spurs,Houston Rockets,4,3,1,0.75
2016,San Antonio Spurs,Indiana Pacers,2,1,1,0.5
2016,San Antonio Spurs,Los Angeles Clippers,3,2,1,0.6666666666666666
2016,San Antonio Spurs,Los Angeles Lakers,4,4,0,1.0
2016,San Antonio Spurs,Memphis Grizzlies,4,4,0,1.0
2016,San Antonio Spurs,Miami Heat,2,2,0,1.0
2016,San Antonio Spurs,Milwaukee Bucks,2,2,0,1.0
2016,San Antonio Spurs,Minnesota Timberwolves,3,3,0,1.0
2016,San Antonio Spurs,New Orleans Pelicans,4,3,1,0.75
2016,San Antonio Spurs,New York Knicks,2,2,0,1.0
2016,San Antonio Spurs,Oklahoma City Thunder,4,2,2,0.5
2016,San Antonio Spurs,Orlando Magic,2,2,0,1.0
2016,San Antonio Spurs,Philadelphia 76ers,2,2,0,1.0
2016,San Antonio Spurs,Phoenix Suns,4,4,0,1.0
2016,San Antonio Spurs,Portland Trail Blazers,3,3,0,1.0
2016,San Antonio Spurs,Sacramento Kings,3,3,0,1.0
2016,San Antonio Spurs,Toronto Raptors,2,1,1,0.5
2016,San Antonio Spurs,Utah Jazz,4,4,0,1.0
2016,San Antonio Spurs,Washington Wizards,2,1,1,0.5
2016,Toronto Raptors,Atlanta Hawks,4,3,1,0.75
2016,Toronto Raptors,Boston Celtics,4,3,1,0.75
2016,Toronto Raptors,Brooklyn Nets,4,4,0,1.0
2016,Toronto Raptors,Charlotte Hornets,3,2,1,0.6666666666666666
2016,Toronto Raptors,Chicago Bulls,4,0,4,0.0
2016,Toronto Raptors,Cleveland Cavaliers,3,2,1,0.6666666666666666
2016,Toronto Raptors,Dallas Mavericks,2,2,0,1.0
2016,Toronto Raptors,Denver Nuggets,2,0,2,0.0
2016,Toronto Raptors,Detroit Pistons,3,2,1,0.6666666666666666
2016,Toronto Raptors,Golden State Warriors,2,0,2,0.0
2016,Toronto Raptors,Houston Rockets,2,0,2,0.0
2016,Toronto Raptors,Indiana Pacers,4,3,1,0.75
2016,Toronto Raptors,Los Angeles Clippers,2,2,0,1.0
2016,Toronto Raptors,Los Angeles Lakers,2,2,0,1.0
2016,Toronto Raptors,Memphis Grizzlies,2,2,0,1.0
2016,Toronto Raptors,Miami Heat,4,3,1,0.75
2016,Toronto Raptors,Milwaukee Bucks,4,4,0,1.0
2016,Toronto Raptors,Minnesota Timberwolves,2,1,1,0.5
2016,Toronto Raptors,New Orleans Pelicans,2,2,0,1.0
2016,Toronto Raptors,New York Knicks,4,3,1,0.75
2016,Toronto Raptors,Oklahoma City Thunder,2,1,1,0.5
2016,Toronto Raptors,Orlando Magic,3,2,1,0.6666666666666666
2016,Toronto Raptors,Philadelphia 76ers,4,4,0,1.0
2016,Toronto Raptors,Phoenix Suns,2,1,1,0.5
2016,Toronto Raptors,Portland Trail Blazers,2,2,0,1.0
2016,Toronto Raptors,Sacramento Kings,2,0,2,0.0
2016,Toronto Raptors,San Antonio Spurs,2,1,1,0.5
2016,Toronto Raptors,Utah Jazz,2,1,1,0.5
2016,Toronto Raptors,Washington Wizards,4,4,0,1.0
2016,Utah Jazz,Atlanta Hawks,2,1,1,0.5
2016,Utah Jazz,Boston Celtics,2,1,1,0.5
2016,Utah Jazz,Brooklyn Nets,2,1,1,0.5
2016,Utah Jazz,Charlotte Hornets,2,1,1,0.5
2016,Utah Jazz,Chicago Bulls,2,1,1,0.5
2016,Utah Jazz,Cleveland Cavaliers,2,1,1,0.5
2016,Utah Jazz,Dallas Mavericks,3,1,2,0.3333333333333333
2016,Utah Jazz,Denver Nuggets,4,4,0,1.0
2016,Utah Jazz,Detroit Pistons,2,0,2,0.0
2016,Utah Jazz,Golden State Warriors,4,0,4,0.0
2016,Utah Jazz,Houston Rockets,4,2,2,0.5
2016,Utah Jazz,Indiana Pacers,2,2,0,1.0
2016,Utah Jazz,Los Angeles Clippers,3,1,2,0.3333333333333333
2016,Utah Jazz,Los Angeles Lakers,4,3,1,0.75
2016,Utah Jazz,Memphis Grizzlies,3,2,1,0.6666666666666666
2016,Utah Jazz,Miami Heat,2,1,1,0.5
2016,Utah Jazz,Milwaukee Bucks,2,2,0,1.0
2016,Utah Jazz,Minnesota Timberwolves,4,3,1,0.75
2016,Utah Jazz,New Orleans Pelicans,4,2,2,0.5
2016,Utah Jazz,New York Knicks,2,1,1,0.5
2016,Utah Jazz,Oklahoma City Thunder,4,0,4,0.0
2016,Utah Jazz,Orlando Magic,2,0,2,0.0
2016,Utah Jazz,Philadelphia 76ers,2,2,0,1.0
2016,Utah Jazz,Phoenix Suns,4,4,0,1.0
2016,Utah Jazz,Portland Trail Blazers,4,1,3,0.25
2016,Utah Jazz,Sacramento Kings,3,1,2,0.3333333333333333
2016,Utah Jazz,San Antonio Spurs,4,0,4,0.0
2016,Utah Jazz,Toronto Raptors,2,1,1,0.5
2016,Utah Jazz,Washington Wizards,2,1,1,0.5
2016,Washington Wizards,Atlanta Hawks,4,2,2,0.5
2016,Washington Wizards,Boston Celtics,4,0,4,0.0
2016,Washington Wizards,Brooklyn Nets,3,3,0,1.0
2016,Washington Wizards,Charlotte Hornets,4,2,2,0.5
2016,Washington Wizards,Chicago Bulls,3,2,1,0.6666666666666666
2016,Washington Wizards,Cleveland Cavaliers,4,2,2,0.5
2016,Washington Wizards,Dallas Mavericks,2,1,1,0.5
2016,Washington Wizards,Denver Nuggets,2,0,2,0.0
2016,Washington Wizards,Detroit Pistons,4,3,1,0.75
2016,Washington Wizards,Golden State Warriors,2,0,2,0.0
2016,Washington Wizards,Houston Rockets,2,1,1,0.5
2016,Washington Wizards,Indiana Pacers,3,1,2,0.3333333333333333
2016,Washington Wizards,Los Angeles Clippers,2,0,2,0.0
2016,Washington Wizards,Los Angeles Lakers,2,1,1,0.5
2016,Washington Wizards,Memphis Grizzlies,2,1,1,0.5
2016,Washington Wizards,Miami Heat,4,2,2,0.5
2016,Washington Wizards,Milwaukee Bucks,4,3,1,0.75
2016,Washington Wizards,Minnesota Timberwolves,2,1,1,0.5
2016,Washington Wizards,New Orleans Pelicans,2,1,1,0.5
2016,Washington Wizards,New York Knicks,3,2,1,0.6666666666666666
2016,Washington Wizards,Oklahoma City Thunder,2,0,2,0.0
2016,Washington Wizards,Orlando Magic,4,4,0,1.0
2016,Washington Wizards,Philadelphia 76ers,4,4,0,1.0
2016,Washington Wizards,Phoenix Suns,2,2,0,1.0
2016,Washington Wizards,Portland Trail Blazers,2,0,2,0.0
2016,Washington Wizards,Sacramento Kings,2,1,1,0.5
2016,Washington Wizards,San Antonio Spurs,2,1,1,0.5
2016,Washington Wizards,Toronto Raptors,4,0,4,0.0
2016,Washington Wizards,Utah Jazz,2,1,1,0.5
2017,Atlanta Hawks,Boston Celtics,3,2,1,0.6666666666666666
2017,Atlanta Hawks,Brooklyn Nets,4,2,2,0.5
2017,Atlanta Hawks,Charlotte Hornets,4,1,3,0.25
2017,Atlanta Hawks,Chicago Bulls,4,3,1,0.75
2017,Atlanta Hawks,Cleveland Cavaliers,4,3,1,0.75
2017,Atlanta Hawks,Dallas Mavericks,2,2,0,1.0
2017,Atlanta Hawks,Denver Nuggets,2,2,0,1.0
2017,Atlanta Hawks,Detroit Pistons,3,1,2,0.3333333333333333
2017,Atlanta Hawks,Golden State Warriors,2,0,2,0.0
2017,Atlanta Hawks,Houston Rockets,2,2,0,1.0
2017,Atlanta Hawks,Indiana Pacers,3,1,2,0.3333333333333333
2017,Atlanta Hawks,Los Angeles Clippers,2,0,2,0.0
2017,Atlanta Hawks,Los Angeles Lakers,2,0,2,0.0
2017,Atlanta Hawks,Memphis Grizzlies,2,1,1,0.5
2017,Atlanta Hawks,Miami Heat,4,2,2,0.5
2017,Atlanta Hawks,Milwaukee Bucks,4,3,1,0.75
2017,Atlanta Hawks,Minnesota Timberwolves,2,0,2,0.0
2017,Atlanta Hawks,New Orleans Pelicans,2,1,1,0.5
2017,Atlanta Hawks,New York Knicks,4,3,1,0.75
2017,Atlanta Hawks,Oklahoma City Thunder,2,1,1,0.5
2017,Atlanta Hawks,Orlando Magic,4,2,2,0.5
2017,Atlanta Hawks,Philadelphia 76ers,4,4,0,1.0
2017,Atlanta Hawks,Phoenix Suns,2,1,1,0.5
2017,Atlanta Hawks,Portland Trail Blazers,2,1,1,0.5
2017,Atlanta Hawks,Sacramento Kings,2,1,1,0.5
2017,Atlanta Hawks,San Antonio Spurs,2,1,1,0.5
2017,Atlanta Hawks,Toronto Raptors,3,2,1,0.6666666666666666
2017,Atlanta Hawks,Utah Jazz,2,0,2,0.0
2017,Atlanta Hawks,Washington Wizards,4,1,3,0.25
2017,Boston Celtics,Atlanta Hawks,3,1,2,0.3333333333333333
2017,Boston Celtics,Brooklyn Nets,4,4,0,1.0
2017,Boston Celtics,Charlotte Hornets,4,4,0,1.0
2017,Boston Celtics,Chicago Bulls,4,2,2,0.5
2017,Boston Celtics,Cleveland Cavaliers,4,1,3,0.25
2017,Boston Celtics,Dallas Mavericks,2,2,0,1.0
2017,Boston Celtics,Denver Nuggets,2,0,2,0.0
2017,Boston Celtics,Detroit Pistons,4,3,1,0.75
2017,Boston Celtics,Golden State Warriors,2,1,1,0.5
2017,Boston Celtics,Houston Rockets,2,1,1,0.5
2017,Boston Celtics,Indiana Pacers,3,3,0,1.0
2017,Boston Celtics,Los Angeles Clippers,2,1,1,0.5
2017,Boston Celtics,Los Angeles Lakers,2,2,0,1.0
2017,Boston Celtics,Memphis Grizzlies,2,2,0,1.0
2017,Boston Celtics,Miami Heat,4,4,0,1.0
2017,Boston Celtics,Milwaukee Bucks,3,2,1,0.6666666666666666
2017,Boston Celtics,Minnesota Timberwolves,2,2,0,1.0
2017,Boston Celtics,New Orleans Pelicans,2,1,1,0.5
2017,Boston Celtics,New York Knicks,4,3,1,0.75
2017,Boston Celtics,Oklahoma City Thunder,2,0,2,0.0
2017,Boston Celtics,Orlando Magic,3,3,0,1.0
2017,Boston Celtics,Philadelphia 76ers,4,3,1,0.75
2017,Boston Celtics,Phoenix Suns,2,1,1,0.5
2017,Boston Celtics,Portland Trail Blazers,2,1,1,0.5
2017,Boston Celtics,Sacramento Kings,2,1,1,0.5
2017,Boston Celtics,San Antonio Spurs,2,0,2,0.0
2017,Boston Celtics,Toronto Raptors,4,1,3,0.25
2017,Boston Celtics,Utah Jazz,2,2,0,1.0
2017,Boston Celtics,Washington Wizards,4,2,2,0.5
2017,Brooklyn Nets,Atlanta Hawks,4,2,2,0.5
2017,Brooklyn Nets,Boston Celtics,4,0,4,0.0
2017,Brooklyn Nets,Charlotte Hornets,4,1,3,0.25
2017,Brooklyn Nets,Chicago Bulls,4,1,3,0.25
2017,Brooklyn Nets,Cleveland Cavaliers,3,0,3,0.0
2017,Brooklyn Nets,Dallas Mavericks,2,0,2,0.0
2017,Brooklyn Nets,Denver Nuggets,2,1,1,0.5
2017,Brooklyn Nets,Detroit Pistons,3,2,1,0.6666666666666666
2017,Brooklyn Nets,Golden State Warriors,2,0,2,0.0
2017,Brooklyn Nets,Houston Rockets,2,0,2,0.0
2017,Brooklyn Nets,Indiana Pacers,4,1,3,0.25
2017,Brooklyn Nets,Los Angeles Clippers,2,1,1,0.5
2017,Brooklyn Nets,Los Angeles Lakers,2,1,1,0.5
2017,Brooklyn Nets,Memphis Grizzlies,2,1,1,0.5
2017,Brooklyn Nets,Miami Heat,3,0,3,0.0
2017,Brooklyn Nets,Milwaukee Bucks,4,0,4,0.0
2017,Brooklyn Nets,Minnesota Timberwolves,2,1,1,0.5
2017,Brooklyn Nets,New Orleans Pelicans,2,1,1,0.5
2017,Brooklyn Nets,New York Knicks,4,2,2,0.5
2017,Brooklyn Nets,Oklahoma City Thunder,2,0,2,0.0
2017,Brooklyn Nets,Orlando Magic,3,1,2,0.3333333333333333
2017,Brooklyn Nets,Philadelphia 76ers,4,1,3,0.25
2017,Brooklyn Nets,Phoenix Suns,2,2,0,1.0
2017,Brooklyn Nets,Portland Trail Blazers,2,0,2,0.0
2017,Brooklyn Nets,Sacramento Kings,2,1,1,0.5
2017,Brooklyn Nets,San Antonio Spurs,2,0,2,0.0
2017,Brooklyn Nets,Toronto Raptors,4,0,4,0.0
2017,Brooklyn Nets,Utah Jazz,2,0,2,0.0
2017,Brooklyn Nets,Washington Wizards,4,0,4,0.0
2017,Charlotte Hornets,Atlanta Hawks,4,3,1,0.75
2017,Charlotte Hornets,Boston Celtics,4,0,4,0.0
2017,Charlotte Hornets,Brooklyn Nets,4,3,1,0.75
2017,Charlotte Hornets,Chicago Bulls,3,1,2,0.3333333333333333
2017,Charlotte Hornets,Cleveland Cavaliers,4,0,4,0.0
2017,Charlotte Hornets,Dallas Mavericks,2,2,0,1.0
2017,Charlotte Hornets,Denver Nuggets,2,2,0,1.0
2017,Charlotte Hornets,Detroit Pistons,4,1,3,0.25
2017,Charlotte Hornets,Golden State Warriors,2,0,2,0.0
2017,Charlotte Hornets,Houston Rockets,2,0,2,0.0
2017,Charlotte Hornets,Indiana Pacers,4,2,2,0.5
2017,Charlotte Hornets,Los Angeles Clippers,2,0,2,0.0
2017,Charlotte Hornets,Los Angeles Lakers,2,2,0,1.0
2017,Charlotte Hornets,Memphis Grizzlies,2,1,1,0.5
2017,Charlotte Hornets,Miami Heat,4,2,2,0.5
2017,Charlotte Hornets,Milwaukee Bucks,3,1,2,0.3333333333333333
2017,Charlotte Hornets,Minnesota Timberwolves,2,1,1,0.5
2017,Charlotte Hornets,New Orleans Pelicans,2,0,2,0.0
2017,Charlotte Hornets,New York Knicks,3,1,2,0.3333333333333333
2017,Charlotte Hornets,Oklahoma City Thunder,2,2,0,1.0
2017,Charlotte Hornets,Orlando Magic,4,4,0,1.0
2017,Charlotte Hornets,Philadelphia 76ers,3,1,2,0.3333333333333333
2017,Charlotte Hornets,Phoenix Suns,2,1,1,0.5
2017,Charlotte Hornets,Portland Trail Blazers,2,1,1,0.5
2017,Charlotte Hornets,Sacramento Kings,2,1,1,0.5
2017,Charlotte Hornets,San Antonio Spurs,2,0,2,0.0
2017,Charlotte Hornets,Toronto Raptors,4,2,2,0.5
2017,Charlotte Hornets,Utah Jazz,2,1,1,0.5
2017,Charlotte Hornets,Washington Wizards,4,1,3,0.25
2017,Chicago Bulls,Atlanta Hawks,4,1,3,0.25
2017,Chicago Bulls,Boston Celtics,4,2,2,0.5
2017,Chicago Bulls,Brooklyn Nets,4,3,1,0.75
2017,Chicago Bulls,Charlotte Hornets,3,2,1,0.6666666666666666
2017,Chicago Bulls,Cleveland Cavaliers,4,4,0,1.0
2017,Chicago Bulls,Dallas Mavericks,2,0,2,0.0
2017,Chicago Bulls,Denver Nuggets,2,0,2,0.0
2017,Chicago Bulls,Detroit Pistons,4,2,2,0.5
2017,Chicago Bulls,Golden State Warriors,2,1,1,0.5
2017,Chicago Bulls,Houston Rockets,2,0,2,0.0
2017,Chicago Bulls,Indiana Pacers,4,2,2,0.5
2017,Chicago Bulls,Los Angeles Clippers,2,0,2,0.0
2017,Chicago Bulls,Los Angeles Lakers,2,1,1,0.5
2017,Chicago Bulls,Memphis Grizzlies,2,1,1,0.5
2017,Chicago Bulls,Miami Heat,3,2,1,0.6666666666666666
2017,Chicago Bulls,Milwaukee Bucks,4,1,3,0.25
2017,Chicago Bulls,Minnesota Timberwolves,2,0,2,0.0
2017,Chicago Bulls,New Orleans Pelicans,2,2,0,1.0
2017,Chicago Bulls,New York Knicks,3,0,3,0.0
2017,Chicago Bulls,Oklahoma City Thunder,2,1,1,0.5
2017,Chicago Bulls,Orlando Magic,4,3,1,0.75
2017,Chicago Bulls,Philadelphia 76ers,4,3,1,0.75
2017,Chicago Bulls,Phoenix Suns,2,1,1,0.5
2017,Chicago Bulls,Portland Trail Blazers,2,1,1,0.5
2017,Chicago Bulls,Sacramento Kings,2,2,0,1.0
2017,Chicago Bulls,San Antonio Spurs,2,1,1,0.5
2017,Chicago Bulls,Toronto Raptors,3,2,1,0.6666666666666666
2017,Chicago Bulls,Utah Jazz,2,2,0,1.0
2017,Chicago Bulls,Washington Wizards,4,1,3,0.25
2017,Cleveland Cavaliers,Atlanta Hawks,4,1,3,0.25
2017,Cleveland Cavaliers,Boston Celtics,4,3,1,0.75
2017,Cleveland Cavaliers,Brooklyn Nets,3,3,0,1.0
2017,Cleveland Cavaliers,Charlotte Hornets,4,4,0,1.0
2017,Cleveland Cavaliers,Chicago Bulls,4,0,4,0.0
2017,Cleveland Cavaliers,Dallas Mavericks,2,1,1,0.5
2017,Cleveland Cavaliers,Denver Nuggets,2,1,1,0.5
2017,Cleveland Cavaliers,Detroit Pistons,4,2,2,0.5
2017,Cleveland Cavaliers,Golden State Warriors,2,1,1,0.5
2017,Cleveland Cavaliers,Houston Rockets,2,1,1,0.5
2017,Cleveland Cavaliers,Indiana Pacers,4,3,1,0.75
2017,Cleveland Cavaliers,Los Angeles Clippers,2,0,2,0.0
2017,Cleveland Cavaliers,Los Angeles Lakers,2,2,0,1.0
2017,Cleveland Cavaliers,Memphis Grizzlies,2,1,1,0.5
2017,Cleveland Cavaliers,Miami Heat,4,1,3,0.25
2017,Cleveland Cavaliers,Milwaukee Bucks,4,3,1,0.75
2017,Cleveland Cavaliers,Minnesota Timberwolves,2,2,0,1.0
2017,Cleveland Cavaliers,New Orleans Pelicans,2,1,1,0.5
2017,Cleveland Cavaliers,New York Knicks,4,4,0,1.0
2017,Cleveland Cavaliers,Oklahoma City Thunder,2,1,1,0.5
2017,Cleveland Cavaliers,Orlando Magic,3,3,0,1.0
2017,Cleveland Cavaliers,Philadelphia 76ers,3,3,0,1.0
2017,Cleveland Cavaliers,Phoenix Suns,2,2,0,1.0
2017,Cleveland Cavaliers,Portland Trail Blazers,2,1,1,0.5
2017,Cleveland Cavaliers,Sacramento Kings,2,1,1,0.5
2017,Cleveland Cavaliers,San Antonio Spurs,2,0,2,0.0
2017,Cleveland Cavaliers,Toronto Raptors,4,3,1,0.75
2017,Cleveland Cavaliers,Utah Jazz,2,1,1,0.5
2017,Cleveland Cavaliers,Washington Wizards,3,2,1,0.6666666666666666
2017,Dallas Mavericks,Atlanta Hawks,2,0,2,0.0
2017,Dallas Mavericks,Boston Celtics,2,0,2,0.0
2017,Dallas Mavericks,Brooklyn Nets,2,2,0,1.0
2017,Dallas Mavericks,Charlotte Hornets,2,0,2,0.0
2017,Dallas Mavericks,Chicago Bulls,2,2,0,1.0
2017,Dallas Mavericks,Cleveland Cavaliers,2,1,1,0.5
2017,Dallas Mavericks,Denver Nuggets,4,1,3,0.25
2017,Dallas Mavericks,Detroit Pistons,2,0,2,0.0
2017,Dallas Mavericks,Golden State Warriors,3,0,3,0.0
2017,Dallas Mavericks,Houston Rockets,4,0,4,0.0
2017,Dallas Mavericks,Indiana Pacers,2,1,1,0.5
2017,Dallas Mavericks,Los Angeles Clippers,4,2,2,0.5
2017,Dallas Mavericks,Los Angeles Lakers,4,4,0,1.0
2017,Dallas Mavericks,Memphis Grizzlies,4,2,2,0.5
2017,Dallas Mavericks,Miami Heat,2,1,1,0.5
2017,Dallas Mavericks,Milwaukee Bucks,2,2,0,1.0
2017,Dallas Mavericks,Minnesota Timberwolves,3,1,2,0.3333333333333333
2017,Dallas Mavericks,New Orleans Pelicans,4,2,2,0.5
2017,Dallas Mavericks,New York Knicks,2,1,1,0.5
2017,Dallas Mavericks,Oklahoma City Thunder,3,1,2,0.3333333333333333
2017,Dallas Mavericks,Orlando Magic,2,1,1,0.5
2017,Dallas Mavericks,Philadelphia 76ers,2,1,1,0.5
2017,Dallas Mavericks,Phoenix Suns,4,1,3,0.25
2017,Dallas Mavericks,Portland Trail Blazers,4,2,2,0.5
2017,Dallas Mavericks,Sacramento Kings,3,1,2,0.3333333333333333
2017,Dallas Mavericks,San Antonio Spurs,4,1,3,0.25
2017,Dallas Mavericks,Toronto Raptors,2,0,2,0.0
2017,Dallas Mavericks,Utah Jazz,4,1,3,0.25
2017,Dallas Mavericks,Washington Wizards,2,2,0,1.0
2017,Denver Nuggets,Atlanta Hawks,2,0,2,0.0
2017,Denver Nuggets,Boston Celtics,2,2,0,1.0
2017,Denver Nuggets,Brooklyn Nets,2,1,1,0.5
2017,Denver Nuggets,Charlotte Hornets,2,0,2,0.0
2017,Denver Nuggets,Chicago Bulls,2,2,0,1.0
2017,Denver Nuggets,Cleveland Cavaliers,2,1,1,0.5
2017,Denver Nuggets,Dallas Mavericks,4,3,1,0.75
