gameId,season,gameNumber,homeTeam,awayTeam,homeCourt,homeWin,homeWins,awayWins,round,eFG%_home_r3_roll,eFG%_away_r3_roll,TOV%_home_r3_roll,TOV%_away_r3_roll,FT/FGA_home_r3_roll,FT/FGA_away_r3_roll,ORB%_home_r3_roll,ORB%_away_r3_roll,DRB%_home_r3_roll,DRB%_away_r3_roll
42200314,2023,4,Los Angeles Lakers,Denver Nuggets,False,False,0,0,3.0,0.5376016260162602,0.5817709911811035,0.09749205520939164,0.1021132924078008,0.27206736353077815,0.1752264589343241,0.15827255827255823,0.24574922713220584,0.7542507728677942,0.8417274417274417
42200303,2023,3,Miami Heat,Boston Celtics,False,True,0,2,3.0,0.5703644501278773,0.5559462416002501,0.1186030998205216,0.14068832689456406,0.1860613810741688,0.26871386154086574,0.246875,0.1966216216216216,0.8033783783783783,0.753125
42200313,2023,3,Los Angeles Lakers,Denver Nuggets,False,False,0,0,3.0,0.5504500580720093,0.5743610322262007,0.09107074187992051,0.1238616150478091,0.27714866434378627,0.1832942338560316,0.11518661518661515,0.3045212765957447,0.6954787234042553,0.8848133848133848
42200302,2023,2,Boston Celtics,Miami Heat,True,False,0,0,3.0,0.5802469135802469,0.6352941176470588,0.1379183523354174,0.1384274640088593,0.2716049382716049,0.1764705882352941,0.2432432432432432,0.21875,0.78125,0.7567567567567568
42200312,2023,2,Denver Nuggets,Los Angeles Lakers,True,True,1,0,3.0,0.6318681318681318,0.6130952380952381,0.0984957020057306,0.0683326825458805,0.1868131868131868,0.2738095238095238,0.375,0.1351351351351351,0.8648648648648649,0.625
42100307,2022,7,Miami Heat,Boston Celtics,True,False,1,2,3.0,0.4837267184283835,0.5387433262890118,0.11807119721718863,0.15006440613317337,0.2043933938597041,0.32015846929824465,0.24435650299859987,0.2263239251228847,0.7736760748771153,0.7556434970014001
42100306,2022,6,Boston Celtics,Miami Heat,False,False,1,2,3.0,0.5423253248801474,0.4689336005755987,0.1453416640483453,0.10650025147544118,0.3064123853801158,0.18373361109318337,0.23408871014746163,0.23681754718806344,0.7631824528119364,0.7659112898525384
42100315,2022,5,Golden State Warriors,Dallas Mavericks,True,True,2,1,3.0,0.5882371918957285,0.5355027124510958,0.12302833807897062,0.10202077207689415,0.20995988729728565,0.2530397632241081,0.231268726059089,0.13684385582970487,0.8631561441702951,0.7687312739409109
42100305,2022,5,Miami Heat,Boston Celtics,True,False,1,1,3.0,0.4970712560386474,0.5441038391987759,0.10637781077796768,0.14266334722647409,0.1950925457813728,0.3231563267955673,0.21551345940880817,0.25094422101766034,0.7490557789823395,0.7844865405911917
42100314,2022,4,Dallas Mavericks,Golden State Warriors,False,True,0,0,3.0,0.5066865434307294,0.6017765733212888,0.10927542215924037,0.1382579439403032,0.26828065990856687,0.21248619893606344,0.14912514110627312,0.26580510992275697,0.7341948900772429,0.8508748588937269
42100304,2022,4,Boston Celtics,Miami Heat,False,True,0,1,3.0,0.5758991360257183,0.5257246376811594,0.15553498636376392,0.11330912363903996,0.294122965641953,0.23049376474553415,0.22606516290726808,0.22782746968793474,0.7721725303120652,0.7739348370927318
42100313,2022,3,Dallas Mavericks,Golden State Warriors,False,False,0,0,3.0,0.5166964818127608,0.6341463414634146,0.11844021488801175,0.1454821540056929,0.2224209898628503,0.18292682926829265,0.13618771165940968,0.22370766488413546,0.7762923351158645,0.8638122883405903
42100303,2022,3,Boston Celtics,Miami Heat,False,False,0,1,3.0,0.5781344183242918,0.525,0.12136218103818319,0.12797040438353197,0.2768987341772152,0.28052325581395343,0.2105263157894736,0.24871794871794867,0.7512820512820513,0.7894736842105263
42100312,2022,2,Golden State Warriors,Dallas Mavericks,True,True,1,0,3.0,0.6219512195121951,0.4244186046511627,0.1441753171856978,0.1201034737620103,0.1219512195121951,0.1627906976744186,0.2121212121212121,0.1698113207547169,0.8301886792452831,0.7878787878787878
42100302,2022,2,Miami Heat,Boston Celtics,True,False,1,0,3.0,0.55,0.5253164556962026,0.1204149685068543,0.1466813348001467,0.375,0.3037974683544304,0.2307692307692307,0.2105263157894736,0.7894736842105263,0.7692307692307693
42000306,2021,6,Atlanta Hawks,Milwaukee Bucks,False,False,1,1,3.0,0.5362335118043794,0.5331859478241057,0.13071349993179965,0.10622134150201232,0.14426428337702213,0.14090275823247952,0.2286319096616579,0.3140046726019549,0.685995327398045,0.7713680903383421
42000305,2021,5,Milwaukee Bucks,Atlanta Hawks,True,True,1,1,3.0,0.52832454004329,0.5355696675332521,0.11321145948621104,0.13224199951425114,0.12876002673796785,0.138663687554611,0.30713998709390705,0.2151377131640289,0.784862286835971,0.6928600129060929
42000316,2021,6,Los Angeles Clippers,Phoenix Suns,False,False,1,1,3.0,0.5172773211948204,0.49885972542020396,0.10195304550727446,0.1046656825644571,0.20953441259494737,0.1682524316041622,0.19073743444452823,0.21235607160135456,0.7876439283986454,0.8092625655554716
42000304,2021,4,Atlanta Hawks,Milwaukee Bucks,False,True,0,1,3.0,0.5199752429855126,0.5576073232323232,0.13738185605015418,0.10437633246944387,0.14174766183752055,0.11612448009506826,0.21847421584263685,0.32441359981315265,0.6755864001868472,0.7815257841573632
42000315,2021,5,Phoenix Suns,Los Angeles Clippers,True,False,2,1,3.0,0.4970865615371597,0.49481093720781133,0.09806056762504703,0.10259041225188632,0.15972030140996465,0.22025134907701757,0.22655620061280435,0.2245329041667714,0.7754670958332286,0.7734437993871957
42000303,2021,3,Atlanta Hawks,Milwaukee Bucks,False,False,0,1,3.0,0.5031771501925546,0.5494791666666667,0.14784297041063504,0.10163956278325775,0.1590500641848523,0.10600490196078424,0.225438596491228,0.30369357045143636,0.6963064295485636,0.7745614035087719
42000314,2021,4,Los Angeles Clippers,Phoenix Suns,False,False,1,0,3.0,0.5412740206947525,0.5348751053053601,0.10011688263581175,0.08802802889491197,0.2093311160384331,0.1431929600194878,0.21165790731008116,0.19515669515669512,0.8048433048433049,0.7883420926899188
42000302,2021,2,Milwaukee Bucks,Atlanta Hawks,True,True,0,0,3.0,0.5,0.5368421052631579,0.0688705234159779,0.1130041724617524,0.1078431372549019,0.1473684210526315,0.2352941176470588,0.2666666666666666,0.7333333333333333,0.7647058823529411
42000313,2021,3,Los Angeles Clippers,Phoenix Suns,False,True,0,0,3.0,0.5497159090909092,0.5800904357358181,0.09279200337223334,0.08050531170818505,0.19204545454545455,0.14812277336256505,0.19843924191750273,0.18696581196581194,0.813034188034188,0.8015607580824973
42000312,2021,2,Phoenix Suns,Los Angeles Clippers,True,True,1,0,3.0,0.6235955056179775,0.5681818181818182,0.0700280112044818,0.0861408882082695,0.1011235955056179,0.1590909090909091,0.1944444444444444,0.217391304347826,0.782608695652174,0.8055555555555556
41900306,2020,6,Miami Heat,Boston Celtics,False,True,1,2,3.0,0.504690832803008,0.5420504590029512,0.10480900031570824,0.13743060304130483,0.24819640915400143,0.25690837658764715,0.20418356057225723,0.23128427128427126,0.7687157287157288,0.7958164394277427
41900315,2020,5,Los Angeles Lakers,Denver Nuggets,True,True,2,1,3.0,0.5530496987951806,0.5674840101932032,0.14162128261138995,0.15917265604536157,0.26521084337349393,0.2974387561159305,0.2561914140861509,0.23209159261790838,0.7679084073820917,0.7438085859138491
41900305,2020,5,Boston Celtics,Miami Heat,True,True,0,1,3.0,0.548530815689173,0.5073170293758529,0.14823566729940427,0.10193107859792808,0.25393116965929013,0.24338504632622274,0.21688311688311687,0.22034572978508898,0.779654270214911,0.7831168831168832
41900314,2020,4,Denver Nuggets,Los Angeles Lakers,False,False,1,0,3.0,0.5661691564480803,0.5582329317269076,0.1748610002876869,0.1543672239329811,0.3100049215744875,0.2369477911646586,0.2523125996810207,0.23902444955076532,0.7609755504492347,0.7476874003189792
41900304,2020,4,Miami Heat,Boston Celtics,False,True,0,2,3.0,0.5152505446623094,0.5443825510001981,0.11185808074721341,0.1401971451752095,0.23660130718954242,0.26946920182214296,0.21803673062254292,0.19393939393939394,0.8060606060606061,0.7819632693774571
41900313,2020,3,Denver Nuggets,Los Angeles Lakers,False,True,0,0,3.0,0.5376098990556821,0.5602409638554217,0.1677377939262353,0.1579402359730823,0.30747313578638874,0.2710843373493975,0.22846889952153104,0.3072546230440967,0.6927453769559033,0.7715311004784688
41900312,2020,2,Los Angeles Lakers,Denver Nuggets,True,True,1,0,3.0,0.5963855421686747,0.5481927710843374,0.1078360891445003,0.1437297879985627,0.3253012048192771,0.2771084337349397,0.2631578947368421,0.2727272727272727,0.7272727272727273,0.7368421052631579
41900303,2020,3,Miami Heat,Boston Celtics,False,False,0,2,3.0,0.5434640522875818,0.5489267676767677,0.1102446282029731,0.1479071259624578,0.19019607843137248,0.25126262626262624,0.21167048054919907,0.1659090909090909,0.8340909090909091,0.7883295194508009
41900302,2020,2,Boston Celtics,Miami Heat,True,False,0,0,3.0,0.5284090909090909,0.5647058823529412,0.1008064516129032,0.1178390137781,0.2386363636363636,0.2470588235294117,0.15,0.1842105263157894,0.8157894736842105,0.85
41800306,2019,6,Toronto Raptors,Milwaukee Bucks,False,True,2,1,3.0,0.4874500774822672,0.4958727916131389,0.10394260289967158,0.1098643292631547,0.2365073765638189,0.22257374057617435,0.16565015041244782,0.22018163959612386,0.779818360403876,0.8343498495875522
41800305,2019,5,Milwaukee Bucks,Toronto Raptors,True,False,2,0,3.0,0.49186479904023317,0.490264977805215,0.11061062922371603,0.11545507724481337,0.23952669952974176,0.2212294588000117,0.2287154215881781,0.16160814256101433,0.8383918574389857,0.7712845784118217
41800304,2019,4,Toronto Raptors,Milwaukee Bucks,False,True,1,0,3.0,0.4697785910966085,0.4787363987203109,0.12057036631064307,0.10598971168294269,0.20301858874484321,0.24853559937298897,0.13795814356972455,0.2480433263452131,0.7519566736547868,0.8620418564302753
41800314,2019,4,Portland Trail Blazers,Golden State Warriors,False,False,0,0,3.0,0.47161065603041435,0.5679926442121563,0.13320881342120533,0.13575812652845068,0.25275658035699566,0.2242547425474254,0.24702218585197308,0.25126919863761965,0.7487308013623802,0.7529778141480269
41800303,2019,3,Toronto Raptors,Milwaukee Bucks,False,True,0,0,3.0,0.46692278860569714,0.4975163627863487,0.1156914893617021,0.08573522676848086,0.2015867066466766,0.26496026180458154,0.13797169811320753,0.26373165618448635,0.7362683438155135,0.8620283018867925
41800313,2019,3,Portland Trail Blazers,Golden State Warriors,False,False,0,0,3.0,0.475063042869151,0.5841318234610917,0.15004847166999113,0.13889431150928724,0.2614878117119641,0.2173344947735191,0.27437943262411346,0.2847985347985348,0.7152014652014652,0.7256205673758864
41800302,2019,2,Milwaukee Bucks,Toronto Raptors,True,True,1,0,3.0,0.4569892473118279,0.4510869565217391,0.1102816423481506,0.1063829787234042,0.2473118279569892,0.1847826086956521,0.2830188679245283,0.1509433962264151,0.8490566037735849,0.7169811320754716
41800312,2019,2,Golden State Warriors,Portland Trail Blazers,True,True,1,0,3.0,0.6011904761904762,0.4036144578313253,0.1321752265861027,0.1785107106426385,0.1785714285714285,0.3253012048192771,0.2619047619047619,0.3404255319148936,0.6595744680851063,0.7380952380952381
41700317,2018,7,Houston Rockets,Golden State Warriors,True,False,2,1,3.0,0.5038650800905703,0.5423870033983156,0.14957791709095786,0.12273081193043066,0.21671700062222932,0.20746963257374026,0.19882779120583993,0.21160009550823541,0.7883999044917646,0.8011722087941601
41700307,2018,7,Boston Celtics,Cleveland Cavaliers,True,False,3,0,3.0,0.4999034611886275,0.5109464886318809,0.10760302488597746,0.13507753068859743,0.21322133240291805,0.21332329336187714,0.17203376590928612,0.21116782592876146,0.7888321740712385,0.8279662340907138
41700316,2018,6,Golden State Warriors,Houston Rockets,False,True,1,1,3.0,0.5336230247676339,0.5046380961086843,0.12492227983067476,0.13967552553759083,0.21907850161722395,0.2366837773700518,0.1948292055189734,0.2044470079835933,0.7955529920164066,0.8051707944810266
41700306,2018,6,Cleveland Cavaliers,Boston Celtics,False,True,2,0,3.0,0.5085380852088318,0.48096523450743395,0.1416621304370153,0.10019801002846221,0.21460864168942498,0.2261358691537719,0.18023065940719668,0.177028754385261,0.8229712456147389,0.8197693405928034
41700315,2018,5,Houston Rockets,Golden State Warriors,True,True,1,1,3.0,0.5170155688538042,0.53855655873732,0.1457704253693368,0.11120678506601028,0.20931626017410326,0.2044036825770855,0.21111431553504723,0.21575872912093896,0.784241270879061,0.7888856844649528
41700305,2018,5,Boston Celtics,Cleveland Cavaliers,True,True,2,0,3.0,0.49091242548723363,0.5157401740786073,0.10146516854775435,0.13856081834618697,0.220905130559862,0.2277202615712407,0.1805882685629716,0.20699564133216658,0.7930043586678335,0.8194117314370283
41700314,2018,4,Golden State Warriors,Houston Rockets,False,False,1,1,3.0,0.570135336743393,0.5335099359609163,0.10029682413263408,0.15182686738159967,0.22384910485933504,0.1795212473317048,0.17883476807961932,0.21644510364022554,0.7835548963597744,0.8211652319203807
41700304,2018,4,Cleveland Cavaliers,Boston Celtics,False,True,1,0,3.0,0.502468380252958,0.4996479398653311,0.12858126849611026,0.10447974413884194,0.21720726234190124,0.20434409564844344,0.1949131073618077,0.1769545708499196,0.8230454291500803,0.8050868926381923
41700313,2018,3,Golden State Warriors,Houston Rockets,False,True,0,1,3.0,0.5590073529411764,0.5687834224598931,0.1133807439824945,0.1340371526466124,0.24338235294117647,0.20755347593582885,0.13729977116704806,0.2205009887936717,0.7794990112063283,0.8627002288329519
41700303,2018,3,Cleveland Cavaliers,Boston Celtics,False,True,0,0,3.0,0.45436046511627903,0.5332556935817805,0.12089493537372395,0.082696718458559,0.16133720930232553,0.15786749482401652,0.1812585499316005,0.19566441441441434,0.8043355855855856,0.8187414500683994
41700312,2018,2,Houston Rockets,Golden State Warriors,True,True,0,0,3.0,0.5352941176470588,0.60625,0.1451378809869375,0.09,0.1764705882352941,0.275,0.1707317073170731,0.0789473684210526,0.9210526315789472,0.8292682926829268
41700302,2018,2,Boston Celtics,Cleveland Cavaliers,True,True,1,0,3.0,0.5773809523809523,0.3837209302325581,0.1092136616362192,0.0954198473282442,0.1309523809523809,0.1976744186046511,0.1621621621621621,0.1764705882352941,0.8235294117647058,0.8378378378378378
41600305,2017,5,Boston Celtics,Cleveland Cavaliers,True,False,0,1,3.0,0.5048660586543278,0.6148610094688526,0.12948782867573738,0.1253085196564185,0.15395862233145127,0.2778346974425406,0.23010265700483085,0.2469635627530364,0.7530364372469636,0.7698973429951691
41600304,2017,4,Cleveland Cavaliers,Boston Celtics,False,True,0,2,3.0,0.5990939585710827,0.5043783735644202,0.11525381393658456,0.13257027791367523,0.30738320019365767,0.1251093867372937,0.2780026990553306,0.2484702093397745,0.7515297906602255,0.7219973009446695
41600314,2017,4,San Antonio Spurs,Golden State Warriors,False,False,0,0,3.0,0.47595238095238096,0.6084664341530759,0.14875065518772715,0.16339046240349403,0.20900153609831026,0.2336414798961615,0.3517857142857143,0.2772727272727273,0.7227272727272727,0.6482142857142857
41600303,2017,3,Cleveland Cavaliers,Boston Celtics,False,False,0,2,3.0,0.6129266521423384,0.47634778012684986,0.0943261254610434,0.15611225577628796,0.2610748002904866,0.1382135306553911,0.2722672064777327,0.2531400966183574,0.7468599033816425,0.7277327935222673
41600313,2017,3,San Antonio Spurs,Golden State Warriors,False,False,0,0,3.0,0.46392857142857147,0.6061520321819946,0.15645931611492403,0.153526572572803,0.23285714285714285,0.2492717436537661,0.3714285714285714,0.3034090909090909,0.696590909090909,0.6285714285714286
41600302,2017,2,Boston Celtics,Cleveland Cavaliers,True,False,0,0,3.0,0.5340909090909091,0.5493827160493827,0.1273653566229985,0.0766283524904214,0.1136363636363636,0.345679012345679,0.2888888888888888,0.3076923076923077,0.6923076923076923,0.7111111111111111
41600312,2017,2,Golden State Warriors,San Antonio Spurs,True,True,1,0,3.0,0.5493827160493827,0.5178571428571429,0.1659098847362906,0.1647589316684009,0.2962962962962963,0.2857142857142857,0.425,0.35,0.65,0.575
41500317,2016,7,Golden State Warriors,Oklahoma City Thunder,True,True,2,1,3.0,0.5117387913663489,0.49040604901621015,0.13476011810979815,0.12883645154639736,0.22059844993029132,0.265673825261026,0.23367947301480874,0.2731643975862292,0.7268356024137708,0.7663205269851913
41500316,2016,6,Oklahoma City Thunder,Golden State Warriors,False,False,2,1,3.0,0.5007094810416745,0.5084047314578005,0.12941059439178704,0.13529438900192334,0.2699197014243423,0.2306272308254405,0.2597121707204963,0.2238936284873357,0.7761063715126643,0.7402878292795037
41500306,2016,6,Toronto Raptors,Cleveland Cavaliers,False,False,2,0,3.0,0.4875523470227396,0.5549996730123634,0.12777360343443836,0.12743745175956595,0.19689305088515366,0.237533137116146,0.17739752026910768,0.25586317806009273,0.7441368219399072,0.8226024797308924
41500315,2016,5,Golden State Warriors,Oklahoma City Thunder,True,True,1,0,3.0,0.5046235613810742,0.5008868513020931,0.13462333292367015,0.1259164143797473,0.19710756794356535,0.282454571835373,0.21591354723707665,0.2554912772304076,0.7445087227695923,0.7840864527629233
41500305,2016,5,Cleveland Cavaliers,Toronto Raptors,True,True,2,0,3.0,0.5346586821745452,0.5061795642132071,0.11865029595423934,0.11377889984430523,0.23847486295362408,0.17002935708470296,0.24170397257511594,0.19267713289452415,0.8073228671054758,0.758296027424884
41500314,2016,4,Oklahoma City Thunder,Golden State Warriors,False,True,1,1,3.0,0.5067380239583463,0.5165814151747655,0.12011785186938707,0.11796472519217906,0.2617912809656825,0.18364342392475377,0.22954392519609904,0.23232917409387996,0.7676708259061199,0.770456074803901
41500304,2016,4,Toronto Raptors,Cleveland Cavaliers,False,True,1,0,3.0,0.4804616411731651,0.5301473192046143,0.12024546824878284,0.1207701509687939,0.16687674961721077,0.28583796988194055,0.17582176277828446,0.22967937084089532,0.7703206291591046,0.8241782372217155
41500313,2016,3,Oklahoma City Thunder,Golden State Warriors,False,True,0,1,3.0,0.48836790550273695,0.5411764705882354,0.1302931728822316,0.1171180279592088,0.21333909536156725,0.17220426632191335,0.2032902467685076,0.25045454545454543,0.7495454545454545,0.7967097532314924
41500303,2016,3,Toronto Raptors,Cleveland Cavaliers,False,True,0,0,3.0,0.45563222079589216,0.5737019914651493,0.12971990415599435,0.13380674160470601,0.1840500641848523,0.340149359886202,0.12736900780379035,0.264519056261343,0.7354809437386569,0.8726309921962097
41500302,2016,2,Cleveland Cavaliers,Toronto Raptors,True,True,1,0,3.0,0.6013513513513513,0.4539473684210526,0.1611068991660348,0.1417004048582996,0.3513513513513513,0.1973684210526315,0.3448275862068966,0.1025641025641025,0.8974358974358975,0.6551724137931034
41500312,2016,2,Golden State Warriors,Oklahoma City Thunder,True,True,0,0,3.0,0.5,0.4831460674157303,0.1244665718349928,0.1042752867570385,0.1208791208791208,0.247191011235955,0.16,0.217391304347826,0.782608695652174,0.84
41400315,2015,5,Golden State Warriors,Houston Rockets,True,True,2,1,3.0,0.5432912560321794,0.5156704365986415,0.13202967075090197,0.13315920390958547,0.12654260799711264,0.23048181535373874,0.26297054009819965,0.21300831188097208,0.7869916881190279,0.7370294599018004
41400304,2015,4,Cleveland Cavaliers,Atlanta Hawks,False,True,1,2,3.0,0.49923132573702295,0.46493985971834073,0.12482492001181196,0.10005232386844991,0.1904912625205625,0.22184777248068385,0.29566092821906775,0.15380549682875264,0.8461945031712473,0.7043390717809322
41400314,2015,4,Houston Rockets,Golden State Warriors,False,True,0,0,3.0,0.46168338914906587,0.5388213310669608,0.12691420182941152,0.1335658946743253,0.1976599643313008,0.14466849451161412,0.25149075730471077,0.2865248226950355,0.7134751773049647,0.7485092426952892
41400303,2015,3,Cleveland Cavaliers,Atlanta Hawks,False,True,0,2,3.0,0.506578947368421,0.4616143350320565,0.13428853674629404,0.1179919438151428,0.18264411027568916,0.17368074963011665,0.2707641196013289,0.16094080338266384,0.8390591966173362,0.7292358803986712
41400313,2015,3,Houston Rockets,Golden State Warriors,False,False,0,0,3.0,0.5087901439645626,0.5530773574251835,0.1231910806015161,0.14191812414838278,0.18203211517165002,0.13452851496329749,0.2906976744186046,0.24893617021276596,0.7510638297872341,0.7093023255813953
41400302,2015,2,Atlanta Hawks,Cleveland Cavaliers,True,False,0,0,3.0,0.4675324675324675,0.5,0.1210653753026634,0.1391465677179963,0.2207792207792207,0.1547619047619047,0.1590909090909091,0.2857142857142857,0.7142857142857143,0.8409090909090909
41400312,2015,2,Golden State Warriors,Houston Rockets,True,True,1,0,3.0,0.5217391304347826,0.5116279069767442,0.1133589117544471,0.1399580125962211,0.1521739130434782,0.2093023255813953,0.2978723404255319,0.3255813953488372,0.6744186046511628,0.7021276595744681
