gameId,gameDate,season,homeTeam,awayTeam,seriesId,round,gameNumber,homeWin,gameLabel,gameSubLabel,homeScore,awayScore,homeSeed,awaySeed,matchupType,conference_home,conference_away,homeCourt
47200313,1973-04-21 19:00:00,1973,Golden State Warriors,Los Angeles Lakers,Golden State Warriors_vs_Los Angeles Lakers_vs_1973,3.0,3,False,West - Conf. Finals,,70,126,,,Conference Finals,,,False
47203007,1973-04-20 19:00:00,1973,Boston Celtics,New York Knicks,Boston Celtics_vs_New York Knicks_vs_1973,3.0,3,False,East - Conf. Finals,,91,98,,,Conference Finals,,,False
47200312,1973-04-19 19:00:00,1973,Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers_vs_Golden State Warriors_vs_1973,3.0,2,True,West - Conf. Finals,,104,93,,,Conference Finals,,,False
47200322,1973-04-18 19:00:00,1973,New York Knicks,Boston Celtics,New York Knicks_vs_Boston Celtics_vs_1973,3.0,2,True,East - Conf. Finals,,129,96,,,Conference Finals,,,False
47200311,1973-04-17 19:00:00,1973,Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers_vs_Golden State Warriors_vs_1973,3.0,1,True,West - Conf. Finals,,101,99,,,Conference Finals,,,False
47200237,1973-04-15 19:00:00,1973,Los Angeles Lakers,Chicago Bulls,Los Angeles Lakers_vs_Chicago Bulls_vs_1973,2.0,7,True,West - Conf. Semifinals,,95,92,,,Conference Semifinals,,,False
47200321,1973-04-15 19:00:00,1973,Boston Celtics,New York Knicks,Boston Celtics_vs_New York Knicks_vs_1973,3.0,1,True,East - Conf. Finals,,134,108,,,Conference Finals,,,False
47200216,1973-04-13 19:00:00,1973,Atlanta Hawks,Boston Celtics,Atlanta Hawks_vs_Boston Celtics_vs_1973,2.0,6,False,East - Conf. Semifinals,,103,121,,,Conference Semifinals,,,False
47200226,1973-04-13 19:00:00,1973,Golden State Warriors,Milwaukee Bucks,Golden State Warriors_vs_Milwaukee Bucks_vs_1973,2.0,6,True,West - Conf. Semifinals,,100,86,,,Conference Semifinals,,,False
47200236,1973-04-13 19:00:00,1973,Chicago Bulls,Los Angeles Lakers,Chicago Bulls_vs_Los Angeles Lakers_vs_1973,2.0,6,True,West - Conf. Semifinals,,101,93,,,Conference Semifinals,,,False
47200215,1973-04-11 19:00:00,1973,Boston Celtics,Atlanta Hawks,Boston Celtics_vs_Atlanta Hawks_vs_1973,2.0,5,True,East - Conf. Semifinals,,108,101,,,Conference Semifinals,,,False
47200225,1973-04-10 19:00:00,1973,Milwaukee Bucks,Golden State Warriors,Milwaukee Bucks_vs_Golden State Warriors_vs_1973,2.0,5,False,West - Conf. Semifinals,,97,100,,,Conference Semifinals,,,False
47200235,1973-04-10 19:00:00,1973,Los Angeles Lakers,Chicago Bulls,Los Angeles Lakers_vs_Chicago Bulls_vs_1973,2.0,5,True,West - Conf. Semifinals,,123,102,,,Conference Semifinals,,,False
47200214,1973-04-08 19:00:00,1973,Atlanta Hawks,Boston Celtics,Atlanta Hawks_vs_Boston Celtics_vs_1973,2.0,4,True,East - Conf. Semifinals,,97,94,,,Conference Semifinals,,,False
47200234,1973-04-08 19:00:00,1973,Chicago Bulls,Los Angeles Lakers,Chicago Bulls_vs_Los Angeles Lakers_vs_1973,2.0,4,True,West - Conf. Semifinals,,98,94,,,Conference Semifinals,,,False
47200245,1973-04-08 19:00:00,1973,New York Knicks,Baltimore Bullets,New York Knicks_vs_Baltimore Bullets_vs_1973,2.0,5,True,East - Conf. Semifinals,,109,99,,,Conference Semifinals,,,False
47200104,1973-04-07 19:00:00,1973,Golden State Warriors,Milwaukee Bucks,Golden State Warriors_vs_Milwaukee Bucks_vs_1973,2.0,4,True,West - Conf. Semifinals,,102,97,,,Conference Semifinals,,,False
47200213,1973-04-06 19:00:00,1973,Boston Celtics,Atlanta Hawks,Boston Celtics_vs_Atlanta Hawks_vs_1973,2.0,3,False,East - Conf. Semifinals,,105,118,,,Conference Semifinals,,,False
47200233,1973-04-06 19:00:00,1973,Chicago Bulls,Los Angeles Lakers,Chicago Bulls_vs_Los Angeles Lakers_vs_1973,2.0,3,True,West - Conf. Semifinals,,96,86,,,Conference Semifinals,,,False
47200244,1973-04-06 19:00:00,1973,Baltimore Bullets,New York Knicks,Baltimore Bullets_vs_New York Knicks_vs_1973,2.0,4,True,East - Conf. Semifinals,,97,89,,,Conference Semifinals,,,False
47200223,1973-04-05 19:00:00,1973,Golden State Warriors,Milwaukee Bucks,Golden State Warriors_vs_Milwaukee Bucks_vs_1973,2.0,3,False,West - Conf. Semifinals,,93,113,,,Conference Semifinals,,,False
47200212,1973-04-04 19:00:00,1973,Atlanta Hawks,Boston Celtics,Atlanta Hawks_vs_Boston Celtics_vs_1973,2.0,2,False,East - Conf. Semifinals,,113,126,,,Conference Semifinals,,,False
47203009,1973-04-04 19:00:00,1973,Baltimore Bullets,New York Knicks,Baltimore Bullets_vs_New York Knicks_vs_1973,2.0,3,False,East - Conf. Semifinals,,96,103,,,Conference Semifinals,,,False
47200211,1973-04-01 19:00:00,1973,Boston Celtics,Atlanta Hawks,Boston Celtics_vs_Atlanta Hawks_vs_1973,2.0,1,True,East - Conf. Semifinals,,134,109,,,Conference Semifinals,,,False
47200222,1973-04-01 19:00:00,1973,Milwaukee Bucks,Golden State Warriors,Milwaukee Bucks_vs_Golden State Warriors_vs_1973,2.0,2,False,West - Conf. Semifinals,,92,95,,,Conference Semifinals,,,False
47200232,1973-04-01 19:00:00,1973,Los Angeles Lakers,Chicago Bulls,Los Angeles Lakers_vs_Chicago Bulls_vs_1973,2.0,2,True,West - Conf. Semifinals,,108,93,,,Conference Semifinals,,,False
