gameId,season,homeTeam,awayTeam,homeCourt,homeWin,restAdvantage,homeSeriesLength,awaySeriesLength,round,gameNumber,eFG%_home_r1r2_avg,TOV%_home_r1r2_avg,FT/FGA_home_r1r2_avg,ORB%_home_r1r2_avg,DRB%_home_r1r2_avg,eFG%_home_season,TOV%_home_season,FT/FGA_home_season,ORB%_home_season,DRB%_home_season,eFG%_away_r1r2_avg,TOV%_away_r1r2_avg,FT/FGA_away_r1r2_avg,ORB%_away_r1r2_avg,DRB%_away_r1r2_avg,eFG%_away_season,TOV%_away_season,FT/FGA_away_season,ORB%_away_season,DRB%_away_season
41900301,2020,Boston Celtics,Miami Heat,True,False,-4,7,5,3.0,1,0.5234775202988039,0.12676234863265734,0.23642250524165523,0.18652195331235719,0.804770440618854,0.5321996744081927,0.1218199368513206,0.2090105493470053,0.237001804833651,0.7779037099464179,0.5494360527848738,0.13608190645331816,0.29387897406162244,0.20776612483251364,0.812855385067995,0.5487826578413831,0.1348849871003627,0.2372453885789043,0.2017994082170543,0.7964202146437825
41800301,2019,Milwaukee Bucks,Toronto Raptors,True,True,4,5,7,3.0,1,0.5460073019332589,0.11649834549379524,0.23287730019320563,0.21180257102577454,0.8309599907711208,0.5508167730068987,0.1205294722596528,0.1979555987467143,0.2046414844447454,0.8052338293234323,0.5200137273983388,0.11325945318024515,0.20698494802957404,0.17833287846517734,0.779593370789077,0.5460632099900267,0.1243232446420124,0.2000810230466621,0.2152650595022879,0.7731959734662676
41800311,2019,Golden State Warriors,Portland Trail Blazers,True,True,2,6,7,3.0,1,0.5563579033492965,0.1246250015816141,0.23700157111427897,0.25104421662289395,0.7635653995851364,0.5650459671923008,0.1261341995066933,0.183988304909795,0.2247859369050679,0.7746766260036818,0.5057948151171927,0.10790033619489252,0.2149489876355849,0.25147876925713614,0.73271477568605,0.5304733870452902,0.1209137058144473,0.2111678454732727,0.2641004501491884,0.7829347179953545
41700311,2018,Houston Rockets,Golden State Warriors,True,False,1,5,5,3.0,1,0.5290264740893972,0.09103401981727258,0.19891409949288055,0.18227767656717814,0.8205992258221115,0.5512626322851144,0.1267660446494583,0.2368428675410637,0.2120998962822696,0.8023257590713562,0.5272041353590584,0.12049031784545976,0.2024187614994723,0.21718818743546628,0.8240495125789243,0.5699072925948838,0.1407595576802988,0.1962298606691669,0.207156332678581,0.7649382914582273
41700301,2018,Boston Celtics,Cleveland Cavaliers,True,True,-2,5,4,3.0,1,0.5099828846567978,0.11616205696391012,0.2264964685073759,0.21239283744660445,0.7955101617805364,0.5189065412227742,0.1295009244278313,0.1888351227561204,0.21206052285983,0.7861037128823016,0.5336038570652578,0.11853265113863647,0.22452829121486023,0.21426990901639142,0.7744001725093391,0.5481309749247774,0.1258270854684349,0.2155766975869412,0.1984258295965613,0.7738670592700415
41600301,2017,Boston Celtics,Cleveland Cavaliers,True,False,-8,7,4,3.0,1,0.5424774832649718,0.12150946382895778,0.1986825927593278,0.2141872754658974,0.702954411981405,0.5258709633136592,0.1219050230665906,0.221780780103751,0.2095350178461871,0.7551652175268792,0.5821133701940283,0.12506813074931272,0.25531103308914355,0.21448966015946452,0.7862718082322946,0.5475416234496817,0.1255101650001047,0.2071466757208986,0.2182342892524099,0.7582573611650663
41600311,2017,Golden State Warriors,San Antonio Spurs,True,True,3,4,6,3.0,1,0.5513591658591548,0.105124766134151,0.2471652655394856,0.17956536552689412,0.8213007944063182,0.5651138962075722,0.1323207117275162,0.2057562957151005,0.2255295720223658,0.7499515245660151,0.5298123435554615,0.11216593479533797,0.22376811810002603,0.28661198952536443,0.7955028976558122,0.5255159033548435,0.1256957230603025,0.213010287915027,0.2361916046441172,0.7780537095637281
41500301,2016,Cleveland Cavaliers,Toronto Raptors,True,True,7,4,7,3.0,1,0.5605638901843689,0.10326069574641354,0.15312651362991986,0.2784035158447578,0.7966723617788052,0.5262417957336841,0.1266711703979109,0.1962182768996828,0.2514095766884981,0.7861873599150511,0.45374910942264923,0.1213601217599393,0.23931011389588597,0.27792368819439467,0.7741525581051988,0.5057721151233302,0.1232146699813031,0.2587689465851367,0.2430528732343029,0.7767860230376464
41500311,2016,Golden State Warriors,Oklahoma City Thunder,True,False,0,5,6,3.0,1,0.5501110426066587,0.12064185686573244,0.2135709869871219,0.24210231040017907,0.733375309453925,0.5641754198786986,0.1348142363971309,0.1929313967750787,0.233051965531863,0.7617733614728481,0.5180488040633926,0.12883529266034552,0.26199970754277707,0.3091202529851558,0.8012738710144741,0.5248509902290028,0.1400993874372433,0.2305515854632925,0.3099347650970145,0.7604890275528627
41400301,2015,Atlanta Hawks,Cleveland Cavaliers,True,False,-1,6,6,3.0,1,0.4914940293040601,0.12588387332032633,0.1725937227033922,0.23429224222085202,0.7651555805546435,0.5285495356265317,0.1349866541188852,0.203870796122559,0.212378472959037,0.7352024243395882,0.49173039932363993,0.11687554293262001,0.262908949049938,0.28098886369323095,0.7495155240757938,0.5202397180294057,0.1336435482873402,0.2186317873522003,0.2662707203262326,0.7500768741044185
41400311,2015,Golden State Warriors,Houston Rockets,True,True,1,6,7,3.0,1,0.5318801356622719,0.14385828918379046,0.18977024890931765,0.25962536703356776,0.7502754504003886,0.5414941587541655,0.1308968786212913,0.1868074361075685,0.2363242836784521,0.7489899098056462,0.5108115154734543,0.13122071175224617,0.29788045254358014,0.245935384820834,0.756929876619172,0.5135764945437556,0.1492859350517338,0.2286209552814328,0.2653284310885128,0.733214282252653
